dateRep,countriesAndTerritories,cases,deaths,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
2020-06-24,Armenia,711,14,257.42732259
2020-06-25,Armenia,771,11,264.35831828
2020-06-26,Armenia,759,13,269.32834933
2020-06-27,Armenia,662,10,267.26595549
2020-06-28,Armenia,736,6,269.73406615
2020-06-29,Armenia,482,7,272.60789363
2020-06-30,Armenia,415,10,272.26979628
2020-07-01,Armenia,523,10,271.55979184
2020-07-02,Armenia,593,6,269.12549092
2020-07-03,Armenia,662,10,275.98886713
2020-07-04,Armenia,580,8,276.96934945
2020-07-05,Armenia,706,7,281.90557076
2020-07-06,Armenia,330,7,282.24366811
2020-07-07,Armenia,349,12,279.9107964
2020-07-08,Armenia,535,18,273.96028303
2020-07-09,Armenia,526,14,265.67689794
2020-07-10,Armenia,557,11,258.84733147
2020-07-11,Armenia,489,13,252.9982473
2020-07-12,Armenia,577,6,247.62249943
2020-07-13,Armenia,182,8,237.47957892
2020-07-14,Armenia,339,8,234.91003906
2020-07-15,Armenia,515,11,234.63956118
2020-07-16,Armenia,554,15,233.32098151
2020-07-17,Armenia,442,13,225.8828398
2020-07-18,Armenia,461,11,221.85948133
2020-07-19,Armenia,415,10,212.02084844
2020-07-20,Armenia,104,9,204.37984832
2020-07-21,Armenia,273,12,201.81030845
2020-07-22,Armenia,439,16,198.56457389
2020-07-23,Armenia,469,10,196.63741899
2020-07-24,Armenia,451,4,193.05358708
2020-07-25,Armenia,383,8,189.46975516
2020-07-26,Armenia,321,5,180.81446299
2020-07-27,Armenia,73,6,177.12920187
2020-07-28,Armenia,239,8,173.74822837
2020-07-29,Armenia,308,4,166.74961322
2020-07-30,Armenia,259,5,156.77574138
2020-07-31,Armenia,354,10,153.8004847
2020-08-01,Armenia,291,11,148.05282974
2020-08-02,Armenia,209,5,141.08802432
2020-08-03,Armenia,52,8,139.3299181
2020-08-04,Armenia,0,0,130.09986043
2020-08-05,Armenia,196,6,121.88409482
2020-08-06,Armenia,288,2,115.76453278
2020-08-07,Armenia,233,2,108.39401054
2020-08-08,Armenia,66,5,97.67632453
2020-08-09,Armenia,300,8,96.96632009
2020-08-10,Armenia,225,6,102.10539982
2020-08-11,Armenia,23,5,94.80249705
2020-08-12,Armenia,160,7,89.79865627
2020-08-13,Armenia,201,3,87.83769163
2020-08-14,Armenia,229,3,83.61147475
2020-08-15,Armenia,276,5,83.10432873
2020-08-16,Armenia,196,3,82.66480217
2020-08-17,Armenia,168,1,86.58673144
2020-08-18,Armenia,38,6,87.87150137
2020-08-19,Armenia,145,8,86.14720488
2020-08-20,Armenia,210,1,83.51004555
2020-08-21,Armenia,263,3,84.5243376
2020-08-22,Armenia,158,6,87.63483322
2020-08-23,Armenia,139,8,82.19146588
2020-08-24,Armenia,176,2,80.53478886
2020-08-25,Armenia,33,2,80.87288622
2020-08-26,Armenia,111,4,79.2162092
2020-08-27,Armenia,131,3,76.84952775
2020-08-28,Armenia,203,3,75.97047463
2020-08-29,Armenia,181,5,72.75854981
2020-08-30,Armenia,175,3,72.04854537
2020-08-31,Armenia,124,5,70.56091703
2020-09-01,Armenia,31,2,70.32424888
2020-09-02,Armenia,97,2,68.7013816
2020-09-03,Armenia,197,3,68.26185505
2020-09-04,Armenia,196,3,65.9966028
2020-09-05,Armenia,190,4,67.07851432
2020-09-06,Armenia,188,4,68.73519134
2020-09-07,Armenia,134,2,67.31518246
2020-09-08,Armenia,62,3,68.29566478
2020-09-09,Armenia,108,3,68.19423558
2020-09-10,Armenia,199,2,70.49329756
2020-09-11,Armenia,174,1,69.51281524
2020-09-12,Armenia,177,3,69.3775763
2020-09-13,Armenia,172,2,69.2761471
2020-09-14,Armenia,187,5,71.4061604
2020-09-15,Armenia,107,3,73.97570027
2020-09-16,Armenia,150,1,75.76761622
2020-09-17,Armenia,257,3,77.79620033
2020-09-18,Armenia,295,2,81.1433641
2020-09-19,Armenia,239,1,82.80004111
2020-09-20,Armenia,244,2,84.69338627
2020-09-21,Armenia,277,2,89.52817839
2020-09-22,Armenia,121,6,91.52295275
2020-09-23,Armenia,115,2,91.7596209
2020-09-24,Armenia,210,4,92.13152798
2020-09-25,Armenia,374,3,98.89347499
2020-09-26,Armenia,392,2,106.16256803
2020-09-27,Armenia,429,1,114.85166993
2020-09-28,Armenia,328,3,119.61884257
2020-09-29,Armenia,174,6,121.88409482
2020-09-30,Armenia,327,1,127.86841792
2020-10-01,Armenia,458,1,134.66417466
2020-10-02,Armenia,491,4,141.29088273
2020-10-03,Armenia,532,3,151.1971351
2020-10-04,Armenia,543,6,161.30624588
2020-10-05,Armenia,571,5,171.24630798
2020-10-06,Armenia,181,7,173.27489208
2020-10-07,Armenia,406,6,183.11352498
2020-10-08,Armenia,672,5,198.73362256
2020-10-09,Armenia,718,10,210.36417142
2020-10-10,Armenia,614,5,217.8699326
2020-10-11,Armenia,649,6,225.30807431
2020-10-12,Armenia,715,4,238.39244177
2020-10-13,Armenia,1115,12,270.20740244
2020-10-14,Armenia,1058,7,294.92231875
2020-10-15,Armenia,0,0,279.4374601
2020-10-16,Armenia,1371,7,309.19002694
2020-10-17,Armenia,1465,10,340.73450973
2020-10-18,Armenia,1540,11,374.44281557
2020-10-19,Armenia,1694,14,412.41114802
2020-10-20,Armenia,766,10,432.18984301
2020-10-21,Armenia,1234,10,460.18430363
2020-10-22,Armenia,1836,20,499.53883521
2020-10-23,Armenia,2306,10,553.22869446
2020-10-24,Armenia,2474,14,616.11480163
2020-10-25,Armenia,4527,35,747.22895412
2020-10-26,Armenia,973,16,755.95186576
2020-10-27,Armenia,1600,26,772.34958725
2020-10-28,Armenia,2241,21,812.3465038
2020-10-29,Armenia,2383,29,892.9151024
2020-10-30,Armenia,2398,28,927.63770029
2020-10-31,Armenia,2381,41,958.60741759
2020-11-01,Armenia,2441,22,989.06998886
2020-11-02,Armenia,1194,28,972.16512134
2020-11-03,Armenia,1328,22,991.16619243
2020-11-04,Armenia,2374,35,1029.70929037
2020-11-05,Armenia,2413,28,1049.21750749
2020-11-06,Armenia,2210,30,1045.97177293
2020-11-07,Armenia,2476,27,1046.0393924
2020-11-08,Armenia,2175,26,966.51889558
2020-11-09,Armenia,1042,21,968.8517673
2020-11-10,Armenia,1221,29,956.03787772
2020-11-11,Armenia,2000,27,947.88973158
2020-11-12,Armenia,1993,32,934.70393491
2020-11-13,Armenia,1703,29,911.20616906
2020-11-14,Armenia,1472,41,880.47311991
2020-11-15,Armenia,1482,25,848.04958401
2020-11-16,Armenia,549,25,826.2423049
2020-11-17,Armenia,984,23,814.61175605
2020-11-18,Armenia,1589,28,788.07111404
2020-11-19,Armenia,1520,31,757.87902065
2020-11-20,Armenia,1667,30,739.52033453
2020-11-21,Armenia,1193,31,696.14244447
2020-11-22,Armenia,1385,21,669.43275379
2020-11-23,Armenia,485,24,650.60073137
2020-11-24,Armenia,813,26,636.80635948
2020-11-25,Armenia,1563,38,622.03150526
2020-11-26,Armenia,1785,28,614.99908038
2020-11-27,Armenia,1476,22,607.32427052
2020-11-28,Armenia,1248,31,599.75088987
2020-11-29,Armenia,1174,21,589.33749148
2020-11-30,Armenia,356,22,582.81221262
2020-12-01,Armenia,843,29,578.04503998
2020-12-02,Armenia,1264,35,567.05687609
2020-12-03,Armenia,1277,26,558.84111047
2020-12-04,Armenia,1184,23,542.51100845
2020-12-05,Armenia,1267,32,545.01292884
2020-12-06,Armenia,978,17,531.25236668
2020-12-07,Armenia,407,18,528.61520735
2020-12-08,Armenia,584,28,520.87277802
2020-12-09,Armenia,1138,21,506.50364063
2020-12-10,Armenia,1174,23,485.84589252
2020-12-11,Armenia,1077,29,472.35580824
2020-12-12,Armenia,995,17,463.80194528
2020-12-13,Armenia,1013,24,458.35857794
2020-12-14,Armenia,357,17,458.39238767
2020-03-13,Aruba,2,0,
2020-03-20,Aruba,2,0,
2020-03-24,Aruba,8,0,
2020-03-25,Aruba,5,0,
2020-03-26,Aruba,2,0,
2020-03-27,Aruba,9,0,
2020-03-28,Aruba,0,0,
2020-03-29,Aruba,0,0,
2020-03-30,Aruba,22,0,
2020-04-01,Aruba,5,0,
2020-04-02,Aruba,0,0,
2020-04-03,Aruba,5,0,
2020-04-04,Aruba,2,0,
2020-04-05,Aruba,2,0,60.20129809
2020-04-06,Aruba,0,0,58.32000753
2020-04-07,Aruba,7,0,63.02323394
2020-04-08,Aruba,3,0,58.32000753
2020-04-09,Aruba,3,0,56.43871696
2020-04-10,Aruba,5,0,59.26065281
2020-04-11,Aruba,4,0,54.55742639
2020-04-12,Aruba,6,0,60.20129809
2020-04-13,Aruba,0,0,60.20129809
2020-04-14,Aruba,0,0,39.50710187
2020-04-15,Aruba,0,0,34.80387546
2020-04-16,Aruba,1,1,35.74452074
2020-04-17,Aruba,2,0,32.92258489
2020-04-18,Aruba,1,1,31.98193961
2020-04-19,Aruba,0,0,30.10064905
2020-04-20,Aruba,1,0,31.04129433
2020-04-21,Aruba,0,0,24.45677735
2020-04-22,Aruba,0,0,21.6348415
2020-04-23,Aruba,3,0,21.6348415
2020-04-24,Aruba,0,0,16.93161509
2020-04-25,Aruba,0,0,13.16903396
2020-04-26,Aruba,0,0,7.52516226
2020-04-27,Aruba,0,0,7.52516226
2020-04-28,Aruba,0,0,7.52516226
2020-04-29,Aruba,0,0,7.52516226
2020-04-30,Aruba,0,0,6.58451698
2020-05-01,Aruba,0,0,4.70322641
2020-05-02,Aruba,0,0,3.76258113
2020-05-03,Aruba,0,0,3.76258113
2020-05-04,Aruba,0,0,2.82193585
2020-05-05,Aruba,0,0,2.82193585
2020-05-06,Aruba,0,0,2.82193585
2020-05-07,Aruba,1,0,0.94064528
2020-05-08,Aruba,0,1,0.94064528
2020-05-09,Aruba,0,0,0.94064528
2020-05-10,Aruba,0,0,0.94064528
2020-05-11,Aruba,0,0,0.94064528
2020-05-12,Aruba,0,0,0.94064528
2020-05-13,Aruba,0,0,0.94064528
2020-05-14,Aruba,0,0,0.94064528
2020-05-15,Aruba,0,0,0.94064528
2020-05-16,Aruba,0,0,0.94064528
2020-05-17,Aruba,0,0,0.94064528
2020-05-18,Aruba,0,0,0.94064528
2020-05-19,Aruba,0,0,0.94064528
2020-05-20,Aruba,0,0,0.94064528
2020-05-21,Aruba,0,0,0.0
2020-05-22,Aruba,0,0,0.0
2020-05-23,Aruba,0,0,0.0
2020-05-24,Aruba,0,0,0.0
2020-05-25,Aruba,0,0,0.0
2020-05-26,Aruba,0,0,0.0
2020-05-27,Aruba,0,0,0.0
2020-05-28,Aruba,0,0,0.0
2020-05-29,Aruba,0,0,0.0
2020-05-30,Aruba,0,0,0.0
2020-05-31,Aruba,0,0,0.0
2020-06-01,Aruba,0,0,0.0
2020-06-02,Aruba,0,0,0.0
2020-06-03,Aruba,0,0,0.0
2020-06-04,Aruba,0,0,0.0
2020-06-05,Aruba,0,0,0.0
2020-06-06,Aruba,0,0,0.0
2020-06-07,Aruba,0,0,0.0
2020-06-08,Aruba,0,0,0.0
2020-06-09,Aruba,0,0,0.0
2020-06-10,Aruba,0,0,0.0
2020-06-11,Aruba,0,0,0.0
2020-06-12,Aruba,0,0,0.0
2020-06-13,Aruba,0,0,0.0
2020-06-14,Aruba,0,0,0.0
2020-06-15,Aruba,0,0,0.0
2020-06-16,Aruba,0,0,0.0
2020-06-17,Aruba,0,0,0.0
2020-06-18,Aruba,0,0,0.0
2020-06-19,Aruba,0,0,0.0
2020-06-20,Aruba,0,0,0.0
2020-06-21,Aruba,0,0,0.0
2020-06-22,Aruba,0,0,0.0
2020-06-23,Aruba,0,0,0.0
2020-06-24,Aruba,0,0,0.0
2020-06-25,Aruba,0,0,0.0
2020-06-26,Aruba,0,0,0.0
2020-06-27,Aruba,0,0,0.0
2020-06-28,Aruba,0,0,0.0
2020-06-29,Aruba,0,0,0.0
2020-06-30,Aruba,2,0,1.88129057
2020-07-01,Aruba,0,0,1.88129057
2020-07-02,Aruba,0,0,1.88129057
2020-07-03,Aruba,1,0,2.82193585
2020-07-04,Aruba,0,0,2.82193585
2020-07-05,Aruba,1,0,3.76258113
2020-07-06,Aruba,0,0,3.76258113
2020-07-07,Aruba,0,0,3.76258113
2020-07-08,Aruba,0,0,3.76258113
2020-07-09,Aruba,0,0,3.76258113
2020-07-10,Aruba,0,0,3.76258113
2020-07-11,Aruba,0,0,3.76258113
2020-07-12,Aruba,0,0,3.76258113
2020-07-13,Aruba,0,0,3.76258113
2020-07-14,Aruba,0,0,1.88129057
2020-07-15,Aruba,1,0,2.82193585
2020-07-16,Aruba,0,0,2.82193585
2020-07-17,Aruba,2,0,3.76258113
2020-07-18,Aruba,0,0,3.76258113
2020-07-19,Aruba,0,0,2.82193585
2020-07-20,Aruba,5,0,7.52516226
2020-07-21,Aruba,2,0,9.40645283
2020-07-22,Aruba,2,0,11.28774339
2020-07-23,Aruba,0,0,11.28774339
2020-07-24,Aruba,0,0,11.28774339
2020-07-25,Aruba,1,0,12.22838867
2020-07-26,Aruba,1,0,13.16903396
2020-07-27,Aruba,0,0,13.16903396
2020-07-28,Aruba,0,0,13.16903396
2020-07-29,Aruba,0,0,12.22838867
2020-07-30,Aruba,0,0,12.22838867
2020-07-31,Aruba,1,0,11.28774339
2020-08-01,Aruba,1,0,12.22838867
2020-08-02,Aruba,0,0,12.22838867
2020-08-03,Aruba,1,0,8.46580754
2020-08-04,Aruba,2,0,8.46580754
2020-08-05,Aruba,8,0,14.10967924
2020-08-06,Aruba,39,0,50.79484526
2020-08-07,Aruba,92,0,137.33421127
2020-08-08,Aruba,133,0,261.49938858
2020-08-09,Aruba,113,0,366.85166024
2020-08-10,Aruba,54,0,417.6465055
2020-08-11,Aruba,67,0,480.66973944
2020-08-12,Aruba,87,0,562.50587903
2020-08-13,Aruba,81,0,638.69814693
2020-08-14,Aruba,96,1,728.05944878
2020-08-15,Aruba,79,0,801.42978083
2020-08-16,Aruba,75,0,871.97817703
2020-08-17,Aruba,54,0,921.83237701
2020-08-18,Aruba,19,0,937.82334682
2020-08-19,Aruba,0,0,930.29818455
2020-08-20,Aruba,175,1,1058.225943
2020-08-21,Aruba,91,1,1057.28529771
2020-08-22,Aruba,77,0,1004.60916189
2020-08-23,Aruba,70,1,964.16141473
2020-08-24,Aruba,34,0,945.34850908
2020-08-25,Aruba,60,0,938.7639921
2020-08-26,Aruba,42,1,896.43495438
2020-08-27,Aruba,90,0,904.90076192
2020-08-28,Aruba,88,0,897.37559966
2020-08-29,Aruba,58,1,877.62204873
2020-08-30,Aruba,69,1,871.97817703
2020-08-31,Aruba,22,0,841.87752798
2020-09-01,Aruba,9,0,832.47107516
2020-09-02,Aruba,98,0,924.65431286
2020-09-03,Aruba,107,2,860.69043364
2020-09-04,Aruba,81,1,851.28398081
2020-09-05,Aruba,66,0,840.9368827
2020-09-06,Aruba,70,1,840.9368827
2020-09-07,Aruba,21,0,828.70849403
2020-09-08,Aruba,33,1,803.31107139
2020-09-09,Aruba,107,0,864.45301477
2020-09-10,Aruba,141,0,912.42592418
2020-09-11,Aruba,89,1,913.36656947
2020-09-12,Aruba,79,2,933.1201204
2020-09-13,Aruba,96,0,958.51754303
2020-09-14,Aruba,52,0,986.73690151
2020-09-15,Aruba,14,2,991.44012793
2020-09-16,Aruba,92,2,985.79625623
2020-09-17,Aruba,176,0,1050.70078074
2020-09-18,Aruba,54,1,1025.3033581
2020-09-19,Aruba,78,0,1036.5911015
2020-09-20,Aruba,0,0,970.74593171
2020-09-21,Aruba,91,0,1036.5911015
2020-09-22,Aruba,36,1,1039.41303734
2020-09-23,Aruba,78,1,1012.13432415
2020-09-24,Aruba,56,0,932.17947512
2020-09-25,Aruba,35,0,881.38462986
2020-09-26,Aruba,43,0,847.52139968
2020-09-27,Aruba,33,0,788.26074687
2020-09-28,Aruba,12,0,750.63493557
2020-09-29,Aruba,28,0,763.80396952
2020-09-30,Aruba,62,1,735.58461104
2020-10-01,Aruba,29,1,597.30975449
2020-10-02,Aruba,35,0,579.43749412
2020-10-03,Aruba,40,3,543.69297338
2020-10-04,Aruba,36,0,577.55620356
2020-10-05,Aruba,5,0,496.66070925
2020-10-06,Aruba,0,0,462.79747907
2020-10-07,Aruba,15,1,403.53682626
2020-10-08,Aruba,14,0,364.02972439
2020-10-09,Aruba,25,0,354.62327156
2020-10-10,Aruba,34,1,346.15746402
2020-10-11,Aruba,21,0,334.86972063
2020-10-12,Aruba,6,0,329.22584893
2020-10-13,Aruba,3,0,305.70971687
2020-10-14,Aruba,32,0,277.49035839
2020-10-15,Aruba,26,0,274.66842254
2020-10-16,Aruba,30,0,269.96519612
2020-10-17,Aruba,4,0,236.10196595
2020-10-18,Aruba,15,2,216.34841501
2020-10-19,Aruba,18,0,228.57680369
2020-10-20,Aruba,12,0,239.86454708
2020-10-21,Aruba,21,0,245.50841878
2020-10-22,Aruba,14,1,245.50841878
2020-10-23,Aruba,20,1,240.80519236
2020-10-24,Aruba,12,0,220.11099614
2020-10-25,Aruba,9,0,208.82325275
2020-10-26,Aruba,10,0,212.58583388
2020-10-27,Aruba,0,0,209.76389803
2020-10-28,Aruba,0,0,179.66324899
2020-10-29,Aruba,17,0,171.19744144
2020-10-30,Aruba,18,1,159.90969805
2020-10-31,Aruba,17,0,172.13808673
2020-11-01,Aruba,41,1,196.59486408
2020-11-02,Aruba,6,0,185.30712068
2020-11-03,Aruba,5,0,178.72260371
2020-11-04,Aruba,14,0,172.13808673
2020-11-05,Aruba,15,1,173.07873201
2020-11-06,Aruba,11,0,164.61292447
2020-11-07,Aruba,14,0,166.49421503
2020-11-08,Aruba,11,1,168.3755056
2020-11-09,Aruba,11,0,169.31615088
2020-11-10,Aruba,6,1,174.96002258
2020-11-11,Aruba,16,1,190.0103471
2020-11-12,Aruba,9,1,182.48518484
2020-11-13,Aruba,8,0,173.07873201
2020-11-14,Aruba,11,0,167.43486031
2020-11-15,Aruba,8,1,136.39356599
2020-11-16,Aruba,4,0,134.51227542
2020-11-17,Aruba,6,0,135.4529207
2020-11-18,Aruba,8,0,129.80904901
2020-11-19,Aruba,9,1,124.16517731
2020-11-20,Aruba,8,0,121.34324146
2020-11-21,Aruba,5,0,112.87743392
2020-11-22,Aruba,26,0,126.98711316
2020-11-23,Aruba,7,0,123.22453203
2020-11-24,Aruba,6,0,123.22453203
2020-11-25,Aruba,14,0,121.34324146
2020-11-26,Aruba,27,0,138.27485655
2020-11-27,Aruba,13,0,142.97808296
2020-11-28,Aruba,17,0,148.62195466
2020-11-29,Aruba,25,0,164.61292447
2020-11-30,Aruba,5,0,165.55356975
2020-12-01,Aruba,7,0,166.49421503
2020-12-02,Aruba,27,0,184.3664754
2020-12-03,Aruba,30,0,204.12002634
2020-12-04,Aruba,21,0,216.34841501
2020-12-05,Aruba,19,0,229.51744897
2020-12-06,Aruba,15,0,219.17035086
2020-12-07,Aruba,8,0,220.11099614
2020-12-08,Aruba,1,0,215.40776973
2020-12-09,Aruba,18,0,219.17035086
2020-12-10,Aruba,12,0,205.06067162
2020-12-11,Aruba,15,1,206.94196219
2020-12-12,Aruba,20,0,209.76389803
2020-12-13,Aruba,13,0,198.47615464
2020-12-14,Aruba,5,0,198.47615464
2019-12-31,Australia,0,0,
2020-01-01,Australia,0,0,
2020-01-02,Australia,0,0,
2020-01-03,Australia,0,0,
2020-01-04,Australia,0,0,
2020-01-05,Australia,0,0,
2020-01-06,Australia,0,0,
2020-01-07,Australia,0,0,
2020-01-08,Australia,0,0,
2020-01-09,Australia,0,0,
2020-01-10,Australia,0,0,
2020-01-11,Australia,0,0,
2020-01-12,Australia,0,0,
2020-01-13,Australia,0,0,0.0
2020-01-14,Australia,0,0,0.0
2020-01-15,Australia,0,0,0.0
2020-01-16,Australia,0,0,0.0
2020-01-17,Australia,0,0,0.0
2020-01-18,Australia,0,0,0.0
2020-01-19,Australia,0,0,0.0
2020-01-20,Australia,0,0,0.0
2020-01-21,Australia,0,0,0.0
2020-01-22,Australia,0,0,0.0
2020-01-23,Australia,0,0,0.0
2020-01-24,Australia,0,0,0.0
2020-01-25,Australia,1,0,0.00396775
2020-01-26,Australia,3,0,0.015871
2020-01-27,Australia,0,0,0.015871
2020-01-28,Australia,0,0,0.015871
2020-01-29,Australia,0,0,0.015871
2020-01-30,Australia,2,0,0.0238065
2020-01-31,Australia,1,0,0.02777425
2020-02-01,Australia,2,0,0.03570975
2020-02-02,Australia,2,0,0.04364525
2020-02-03,Australia,0,0,0.04364525
2020-02-04,Australia,0,0,0.04364525
2020-02-05,Australia,1,0,0.047613
2020-02-06,Australia,1,0,0.05158075
2020-02-07,Australia,1,0,0.0555485
2020-02-08,Australia,0,0,0.05158075
2020-02-09,Australia,0,0,0.0396775
2020-02-10,Australia,0,0,0.0396775
2020-02-11,Australia,0,0,0.0396775
2020-02-12,Australia,0,0,0.0396775
2020-02-13,Australia,0,0,0.031742
2020-02-14,Australia,1,0,0.031742
2020-02-15,Australia,0,0,0.0238065
2020-02-16,Australia,0,0,0.015871
2020-02-17,Australia,0,0,0.015871
2020-02-18,Australia,0,0,0.015871
2020-02-19,Australia,0,0,0.01190325
2020-02-20,Australia,0,0,0.0079355
2020-02-21,Australia,2,0,0.01190325
2020-02-22,Australia,4,0,0.02777425
2020-02-23,Australia,1,0,0.031742
2020-02-24,Australia,0,0,0.031742
2020-02-25,Australia,0,0,0.031742
2020-02-26,Australia,0,0,0.031742
2020-02-27,Australia,1,0,0.03570975
2020-02-28,Australia,0,0,0.031742
2020-02-29,Australia,2,0,0.0396775
2020-03-01,Australia,1,1,0.04364525
2020-03-02,Australia,3,0,0.0555485
2020-03-03,Australia,4,0,0.0714195
2020-03-04,Australia,8,0,0.1031615
2020-03-05,Australia,11,1,0.14680675
2020-03-06,Australia,7,0,0.16664551
2020-03-07,Australia,4,0,0.16664551
2020-03-08,Australia,11,1,0.20632301
2020-03-09,Australia,6,0,0.23012951
2020-03-10,Australia,20,0,0.30948451
2020-03-11,Australia,12,0,0.35709751
2020-03-12,Australia,14,0,0.40867826
2020-03-13,Australia,30,0,0.52771077
2020-03-14,Australia,41,0,0.68245302
2020-03-15,Australia,52,0,0.88480828
2020-03-16,Australia,49,2,1.06732478
2020-03-17,Australia,77,0,1.35697054
2020-03-18,Australia,79,0,1.6386808
2020-03-19,Australia,111,1,2.03545582
2020-03-20,Australia,144,0,2.57903758
2020-03-21,Australia,165,1,3.21784535
2020-03-22,Australia,224,0,4.06297613
2020-03-23,Australia,611,0,6.46346496
2020-03-24,Australia,114,0,6.83643347
2020-03-25,Australia,600,1,9.16947054
2020-03-26,Australia,376,3,10.60579609
2020-03-27,Australia,367,2,11.94292788
2020-03-28,Australia,212,0,12.62141315
2020-03-29,Australia,431,1,14.12519045
2020-03-30,Australia,284,2,15.05761173
2020-03-31,Australia,464,3,16.59313103
2020-04-01,Australia,150,1,16.87484129
2020-04-02,Australia,269,1,17.50174581
2020-04-03,Australia,248,2,17.91439182
2020-04-04,Australia,324,7,18.54526409
2020-04-05,Australia,139,4,18.20800533
2020-04-06,Australia,57,2,16.00987176
2020-04-07,Australia,100,6,15.95432326
2020-04-08,Australia,112,3,14.0180612
2020-04-09,Australia,96,5,12.90709116
2020-04-10,Australia,100,2,11.84770188
2020-04-11,Australia,86,2,11.34776536
2020-04-12,Australia,51,3,9.84002031
2020-04-13,Australia,33,4,8.84411503
2020-04-14,Australia,44,0,7.17765998
2020-04-15,Australia,50,0,6.78088497
2020-04-16,Australia,42,2,5.88020569
2020-04-17,Australia,39,0,5.05094591
2020-04-18,Australia,36,4,3.90823388
2020-04-19,Australia,53,2,3.56700736
2020-04-20,Australia,26,1,3.44400711
2020-04-21,Australia,13,1,3.09881285
2020-04-22,Australia,22,3,2.74171534
2020-04-23,Australia,7,0,2.38858558
2020-04-24,Australia,13,1,2.04339132
2020-04-25,Australia,20,4,1.78151981
2020-04-26,Australia,16,2,1.64264855
2020-04-27,Australia,10,2,1.5513903
2020-04-28,Australia,12,1,1.4244223
2020-04-29,Australia,13,4,1.27761554
2020-04-30,Australia,8,2,1.14271204
2020-05-01,Australia,16,2,1.05145378
2020-05-02,Australia,5,1,0.92845353
2020-05-03,Australia,16,0,0.78164678
2020-05-04,Australia,18,2,0.74990477
2020-05-05,Australia,24,0,0.79355003
2020-05-06,Australia,24,1,0.80148553
2020-05-07,Australia,26,1,0.87687278
2020-05-08,Australia,21,0,0.90861478
2020-05-09,Australia,18,0,0.90067928
2020-05-10,Australia,15,0,0.89671153
2020-05-11,Australia,12,0,0.90464703
2020-05-12,Australia,7,0,0.88480828
2020-05-13,Australia,16,0,0.89671153
2020-05-14,Australia,11,1,0.90861478
2020-05-15,Australia,14,0,0.90067928
2020-05-16,Australia,30,0,0.99987303
2020-05-17,Australia,17,0,1.00384078
2020-05-18,Australia,9,0,0.96813103
2020-05-19,Australia,15,1,0.93242128
2020-05-20,Australia,8,0,0.86893728
2020-05-21,Australia,11,1,0.80942103
2020-05-22,Australia,2,0,0.73403377
2020-05-23,Australia,14,1,0.71816277
2020-05-24,Australia,11,1,0.70229177
2020-05-25,Australia,3,0,0.66658202
2020-05-26,Australia,9,0,0.67451752
2020-05-27,Australia,15,0,0.67054977
2020-05-28,Australia,6,0,0.65071102
2020-05-29,Australia,11,0,0.63880777
2020-05-30,Australia,23,0,0.61103352
2020-05-31,Australia,12,0,0.59119477
2020-06-01,Australia,10,0,0.59516252
2020-06-02,Australia,9,0,0.57135602
2020-06-03,Australia,17,0,0.60706577
2020-06-04,Australia,8,0,0.59516252
2020-06-05,Australia,11,0,0.63087227
2020-06-06,Australia,11,0,0.61896902
2020-06-07,Australia,4,0,0.59119477
2020-06-08,Australia,5,0,0.59913027
2020-06-09,Australia,5,0,0.58325927
2020-06-10,Australia,2,0,0.53167852
2020-06-11,Australia,9,0,0.54358177
2020-06-12,Australia,9,0,0.53564627
2020-06-13,Australia,5,0,0.46422676
2020-06-14,Australia,12,0,0.46422676
2020-06-15,Australia,18,0,0.49596877
2020-06-16,Australia,15,0,0.51977527
2020-06-17,Australia,12,0,0.49993652
2020-06-18,Australia,23,0,0.55945277
2020-06-19,Australia,21,0,0.59913027
2020-06-20,Australia,18,0,0.62690452
2020-06-21,Australia,27,0,0.71816277
2020-06-22,Australia,25,0,0.79751778
2020-06-23,Australia,13,0,0.82925978
2020-06-24,Australia,18,0,0.89274378
2020-06-25,Australia,29,1,0.97209878
2020-06-26,Australia,37,1,1.08319578
2020-06-27,Australia,37,0,1.21016379
2020-06-28,Australia,46,0,1.34506729
2020-06-29,Australia,45,0,1.45219655
2020-06-30,Australia,81,0,1.71406805
2020-07-01,Australia,67,0,1.93229431
2020-07-02,Australia,86,0,2.18226257
2020-07-03,Australia,81,0,2.42032758
2020-07-04,Australia,254,0,3.35671661
2020-07-05,Australia,107,0,3.67413662
2020-07-06,Australia,87,0,3.92013713
2020-07-07,Australia,137,2,4.41213814
2020-07-08,Australia,169,0,5.01126841
2020-07-09,Australia,131,0,5.41597892
2020-07-10,Australia,173,0,5.95559294
2020-07-11,Australia,300,0,6.99911122
2020-07-12,Australia,194,1,7.58633824
2020-07-13,Australia,244,1,8.37592052
2020-07-14,Australia,183,0,8.78063103
2020-07-15,Australia,271,0,9.59005206
2020-07-16,Australia,244,3,10.21695658
2020-07-17,Australia,315,2,11.14541011
2020-07-18,Australia,425,3,11.82389538
2020-07-19,Australia,206,2,12.21670264
2020-07-20,Australia,361,4,13.30386618
2020-07-21,Australia,267,1,13.81967369
2020-07-22,Australia,359,3,14.57354622
2020-07-23,Australia,468,2,15.91067801
2020-07-24,Australia,410,5,16.85103479
2020-07-25,Australia,289,6,16.80738954
2020-07-26,Australia,355,6,17.44619731
2020-07-27,Australia,453,10,18.27545708
2020-07-28,Australia,532,6,19.66020188
